#Steps	Time [ms]	X [m/s²]	Y [m/s²]	Z [m/s²]
6437	31555	0.125731	-0.033306	-0.013425
6438	31560	0.055982	-0.238127	0.127272
6439	31564	0.048553	-0.04149	-0.049746
6440	31569	0.441599	-0.015064	0.079214
6441	31574	0.077101	0.173312	0.400599
6442	31579	-0.16879	0.022285	-0.173447
6443	31584	-0.001101	0.069846	-0.060557
6444	31589	0.101398	0.114786	0.044621
6445	31594	0.019852	0.128516	0.137358
6446	31599	-0.380685	0.05637	-0.249463
6447	31604	-0.047476	-0.041637	-0.210084
6448	31609	-0.032938	0.103968	0.243837
6449	31613	-0.025624	-0.049097	-0.026718
6450	31618	0.184257	-0.0131	-0.083792
6451	31623	0.133286	-0.139363	0.031036
6452	31628	0.061116	-0.045711	0.135759
6453	31633	-0.196613	0.157119	-0.103273
6454	31638	-0.107443	-0.036731	-0.159964
6455	31643	-0.207018	0.120767	-0.11388
6456	31648	-0.139248	0.070111	-0.091863
6457	31653	0.23328	-0.168594	0.125499
6458	31658	0.186832	-0.093865	0.163012
6459	31662	0.162067	-0.179206	0.0025
6460	31667	0.025397	-0.025766	0.026323
6461	31672	-0.010482	-0.008953	0.050028
6462	31677	-0.07717	0.04353	-0.074166
6463	31682	-0.198348	0.25545	-0.090482
6464	31687	-0.023361	-0.127191	-0.023293
6465	31692	0.091166	-0.093188	-0.056546
6466	31697	-0.009397	0.133714	-0.127771
6467	31702	-0.045104	0.016254	0.194646
6468	31707	0.045696	0.018557	0.146007
6469	31711	0.217085	0.104273	0.004651
6470	31716	0.139731	0.034631	0.083285
6471	31721	0.000789	0.008239	0.00898
6472	31726	0.027005	-0.056158	-0.002983
6473	31731	-0.018417	-0.029659	-0.036338
6474	31736	0.000743	0.041995	-0.029007
6475	31741	-0.182795	0.037019	-0.069385
6476	31746	-0.19142	0.077355	-0.18345
6477	31751	-0.080824	0.193765	-0.091962
6478	31755	0.08166	-0.040788	0.039592
6479	31760	0.24572	-0.169297	-0.072633
6480	31765	0.16584	-0.042126	0.154167
6481	31770	-0.121012	-0.087204	0.010386
6482	31775	-0.241972	0.06101	-0.125527
6483	31780	-0.143042	-0.006033	0.001426
6484	31785	-0.025536	-0.027455	0.02287
6485	31790	-0.008724	0.180051	0.008454
6486	31795	-0.006297	-0.094954	-0.048794
6487	31800	0.136748	-0.030125	0.049175
6488	31804	0.290999	-0.018058	0.187177
6489	31809	0.222812	-0.091858	0.112355
6490	31814	-0.111995	-0.048497	-0.097958
6491	31819	-0.080452	0.025635	0.040776
6492	31824	-0.127723	0.108932	-0.138193
6493	31829	-0.136622	0.158445	-0.089834
6494	31834	0.033291	0.152889	-0.003579
6495	31839	-0.05745	-0.150584	0.067945
6496	31844	-0.111986	0.017015	-0.204117
6497	31849	0.019667	-0.166604	-0.083923
6498	31853	0.110144	-0.199145	0.164385
6499	31858	0.057158	0.161763	0.127812
6500	31863	-0.005099	-0.070247	-0.034904
6501	31868	-0.064663	-0.029377	-0.058567
6502	31873	0.114426	0.161454	0.182464
6503	31878	0.016131	-0.018116	-0.240335
6504	31883	-0.045922	0.082084	-0.096126
6505	31888	0.066334	-0.058955	0.300024
6506	31893	0.004031	-0.170689	0.277079
6507	31898	-0.024592	0.125722	-0.241532
6508	31902	0.006517	0.022603	-0.285619
6509	31907	0.011252	0.072546	0.17583
6510	31912	-0.146119	-0.042226	0.179723
6511	31917	-0.08342	0.165354	-0.123883
6512	31922	0.00042	-0.071442	-0.120883
6513	31927	-0.042486	0.076695	0.094239
6514	31932	0.153177	0.033409	-0.104065
6515	31937	0.033237	-0.043031	0.032315
6516	31942	0.059291	-0.061886	0.1561
6517	31947	0.044694	-0.013907	0.095734
6518	31951	-0.172432	0.112491	-0.257508
6519	31956	-0.026177	-0.059685	-0.158501
6520	31961	0.069296	-0.169032	0.149767
6521	31966	0.02128	0.017727	0.058447
6522	31971	-0.105155	-0.087238	-0.218336
6523	31976	-0.011673	0.146785	-0.057552
6524	31981	0.021755	0.096	-0.035814
6525	31986	-0.037942	-0.068943	-0.095225
6526	31991	0.007534	-0.130573	0.107852
6527	31996	0.107606	-0.213348	0.121616
6528	32000	-0.109833	-0.076423	0.051888
6529	32005	-0.123588	0.105108	-0.298754
6530	32010	0.031958	-0.150456	0.050733
6531	32015	0.098539	0.074347	0.214946
6532	32020	0.224378	0.1431	-0.048316
6533	32025	-0.036547	-0.08405	0.013897
6534	32030	0.116183	0.173793	0.247416
6535	32035	0.072701	-0.079729	-0.030307
6536	32040	-0.135031	-0.014977	-0.166018
6537	32045	-0.022332	-0.06019	0.01119
6538	32049	-0.029371	0.040219	0.075491
6539	32054	0.006528	0.156814	-0.029761
6540	32059	-0.012573	0.017787	-0.163093
6541	32064	-0.060181	0.062986	0.133281
6542	32069	-0.0718	0.074591	0.008672
6543	32074	-0.140566	0.112356	-0.098631
6544	32079	0.060353	-0.086038	-0.071921
6545	32084	0.10534	-0.040322	0.147724
6546	32089	0.142953	-0.149766	-0.029394
6547	32094	0.015913	-0.020308	-0.01733
6548	32098	-0.103344	0.05845	0.075715
6549	32103	-0.043241	-0.137292	0.142078
6550	32108	-0.054944	0.113665	-0.15419
6551	32113	-0.030835	0.051126	-0.129587
6552	32118	0.036058	-0.068306	0.164236
6553	32123	0.105002	-0.022678	0.134815
6554	32128	0.154535	0.101379	0.017349
6555	32133	0.101328	0.017451	-0.004189
6556	32138	-0.032656	-0.120883	0.098327
6557	32143	-0.185041	0.022732	-0.102383
6558	32147	-0.215107	-0.0036	-0.023215
6559	32152	-0.040037	-0.010733	-0.008799
6560	32157	0.029285	0.027458	-0.008755
6561	32162	0.026756	0.08691	-0.115971
6562	32167	-0.032966	0.04119	-0.055805
6563	32172	-0.032802	0.031451	0.158994
6564	32177	0.043635	0.124253	0.005654
6565	32182	0.095856	-0.002694	-0.056347
6566	32187	0.078695	-0.06942	0.132236
6567	32192	-0.055176	-0.011869	-0.087709
6568	32196	0.004687	0.066847	-0.070588
6569	32201	-0.078761	0.095117	0.191954
6570	32206	-0.068835	-0.191383	0.021765
6571	32211	-0.106629	0.03124	-0.140425
6572	32216	-0.05366	0.064455	-0.065836
6573	32221	-0.003339	-0.01214	0.115642
6574	32226	0.180212	-0.271888	0.036408
6575	32231	0.231754	0.029794	0.069597
6576	32236	0.018464	0.058248	0.045415
6577	32241	-0.160395	0.17952	-0.023934
6578	32245	-0.104775	0.080901	-0.17398
6579	32250	-0.063733	0.125786	0.029489
6580	32255	-0.03243	-0.029771	0.153287
6581	32260	0.170334	-0.203623	-0.038161
6582	32265	0.128966	-0.004775	0.000166
6583	32270	0.018681	0.066756	0.064521
6584	32275	0.023355	-0.021768	0.068966
6585	32280	-0.117391	0.085601	-0.110144
6586	32285	-0.190698	0.078024	-0.016637
6587	32289	-0.049119	0.010896	0.016814
6588	32294	0.025016	-0.175076	0.064403
6589	32299	-0.010862	-0.031191	-0.231479
6590	32304	-0.015575	0.002334	0.070001
6591	32309	-0.053634	0.040459	0.143543
6592	32314	-0.029532	0.004505	-0.085993
6593	32319	0.018286	0.073605	-0.123702
6594	32324	0.149291	0.089924	0.286885
6595	32329	0.179535	0.010819	0.087624
6596	32334	-0.023961	0.010765	-0.227442
6597	32338	0.057199	0.027397	-0.045161
6598	32343	-0.210044	0.082082	-0.021101
6599	32348	-0.027849	0.012551	0.155388
6600	32353	0.167742	-0.118608	0.130779
6601	32358	0.221729	0.070284	0.204019
6602	32363	0.063311	-0.111216	-0.004366
6603	32368	-0.003744	-0.110663	-0.004345
6604	32373	-0.001342	0.009065	-0.061529
6605	32378	-0.306431	0.137733	-0.318647
6606	32383	-0.238166	0.122746	-0.052487
6607	32387	-0.248899	0.081615	-0.166636
6608	32392	-0.188072	-0.035586	-0.106218
6609	32397	0.144179	-0.307135	0.034941
6610	32402	0.22927	-0.160209	0.275507
6611	32407	0.211444	-0.011631	0.126355
6612	32412	0.1222	-0.049711	0.092358
6613	32417	-0.109613	0.072098	-0.172676
6614	32422	-0.166273	0.095575	-0.078859
6615	32427	-0.136843	0.116552	-0.076083
6616	32432	-0.126628	0.065917	-0.051869
6617	32436	-0.095012	-0.070274	0.043733
6618	32441	-0.049252	-0.086609	0.036363
6619	32446	0.260856	0.228452	0.052867
6620	32451	0.383504	0.010411	0.228988
6621	32456	0.295788	-0.084983	0.084834
6622	32461	-0.065602	-0.039273	-0.139643
6623	32466	-0.165385	0.127772	-0.062673
6624	32471	-0.083521	0.086616	0.159309
6625	32476	-0.028284	-0.073514	-0.010716
6626	32481	0.081501	0.096085	-0.058334
6627	32485	0.13115	-0.092694	-0.012755
6628	32490	-0.072105	-0.166124	0.089801
6629	32495	-0.043143	0.001552	-0.151385
6630	32500	0.042879	0.051599	-0.150632
6631	32505	-0.08843	0.053726	-0.018786
6632	32510	-0.192867	-0.0395	0.067115
6633	32515	-0.165688	-0.051221	-0.142972
6634	32520	0.066342	-0.110556	-0.080287
6635	32525	0.013573	-0.071869	0.191837
6636	32530	0.139835	-0.1311	0.174198
6637	32534	0.11292	0.186566	-0.112696
6638	32539	-0.204656	-0.081321	-0.257531
6639	32544	-0.301363	0.13122	-0.075099
6640	32549	-0.094878	-0.036282	-0.129547
6641	32554	-0.010981	0.137899	-0.03356
6642	32559	0.327539	0.146747	0.4314
6643	32564	0.206731	-0.104257	0.136077
6644	32569	0.134196	-0.041766	-0.0386
6645	32574	0.183583	0.141976	0.014031
6646	32579	-0.019933	0.084064	0.295221
6647	32583	0.087427	0.100331	0.017261
6648	32588	0.175183	-0.098004	-0.214031
6649	32593	0.100422	-0.080831	0.013472
6650	32598	-0.097914	0.143626	0.173103
6651	32603	-0.185618	-0.000103	0.005392
6652	32608	-0.160859	0.147679	-0.137649
6653	32613	-0.03373	0.216067	0.039419
6654	32618	0.252465	-0.135391	-0.041818
6655	32623	0.003319	-0.098964	-0.234678
6656	32628	-0.044369	-0.103239	0.109723
6657	32632	-0.151409	-0.121794	-0.019535
6658	32637	-0.355642	-0.03538	-0.372206
6659	32642	-0.301434	-0.087642	-0.110546
6660	32647	-0.187907	-0.082439	0.10214
6661	32652	0.120507	-0.043892	-0.024696
6662	32657	0.084154	-0.14855	0.077919
6663	32662	0.386448	0.026189	0.165724
6664	32667	0.315402	-0.009695	0.300762
6665	32672	0.118381	0.030874	-0.122624
6666	32677	-0.194455	0.047405	-0.03859
6667	32681	-0.095761	-0.036255	0.037876
6668	32686	0.007208	0.161761	-0.045738
6669	32691	0.026241	-0.039263	0.123722
6670	32696	0.309754	-0.115342	0.068284
6671	32701	0.444076	-0.02896	0.051259
6672	32706	-0.001475	0.109431	0.184484
6673	32711	-0.239824	0.001626	0.107292
6674	32716	-0.148056	0.249508	-0.250776
6675	32721	-0.32847	0.362678	-0.087445
6676	32726	-0.107548	-0.132523	-0.041723
6677	32730	0.148028	-0.141398	-0.027215
6678	32735	0.051949	0.057141	-0.155792
6679	32740	0.037389	0.073541	0.002297
6680	32745	-0.122495	-0.062688	0.128616
6681	32750	-0.067064	0.462008	-0.181887
6682	32755	-0.047662	-0.062291	0.231374
6683	32760	-0.061726	-0.126337	0.037155
6684	32765	0.176937	-0.066119	-0.148949
6685	32770	0.235646	-0.053873	0.10445
6686	32775	0.251158	-0.277659	0.211191
6687	32779	-0.112392	-0.16425	0.019455
6688	32784	-0.378792	0.0058	-0.135572
6689	32789	-0.419812	-0.046668	-0.237391
6690	32794	-0.150764	-0.020216	-0.043142
6691	32799	0.054972	0.022788	0.050032
6692	32804	0.440836	-0.151325	0.056933
6693	32809	0.41004	-0.133887	0.094787
6694	32814	0.212548	0.040779	0.239713
6695	32819	0.049408	0.085864	0.076438
6696	32824	-0.241632	0.123573	0.047455
6697	32828	-0.161772	0.130109	-0.198288
6698	32833	-0.196721	-0.116045	-0.063821
6699	32838	0.042614	-0.07018	-0.137395
6700	32843	0.092456	-0.000707	-0.100957
6701	32848	0.189722	-0.024539	0.104531
6702	32853	-0.063879	0.190103	0.063491
6703	32858	-0.182739	0.029459	-0.146579
6704	32863	-0.043583	-0.02551	-0.050508
6705	32868	-0.014764	0.07711	0.142812
6706	32873	0.009145	-0.13541	0.092047
6707	32877	0.006716	0.094085	-0.02759
6708	32882	0.061505	0.129371	0.120328
6709	32887	-0.093733	0.095357	-0.16868
6710	32892	-0.059897	0.087732	-0.12732
6711	32897	0.243114	-0.115307	0.187943
6712	32902	0.153712	-0.090898	0.136953
6713	32907	-0.056806	-0.014172	0.036162
6714	32912	0.127011	-0.092759	0.033597
6715	32917	-0.019018	-0.142352	0.083485
6716	32922	0.009679	-0.017699	-0.124301
6717	32926	-0.130999	-0.11772	-0.10223
6718	32931	-0.044539	0.111687	-0.151776
6719	32936	-0.058619	0.101598	0.073033
6720	32941	0.103755	0.04627	-0.063191
6721	32946	-0.013556	-0.080289	-0.162988
6722	32951	-0.10168	0.017837	0.069029
6723	32956	-0.051119	-0.013238	0.042467
6724	32961	-0.165276	0.036882	-0.105525
6725	32966	0.047683	-0.111082	-0.295685
6726	32971	0.025994	-0.046173	-0.048708
6727	32975	0.080687	0.149509	0.132686
6728	32980	-0.053194	-0.091975	0.096272
6729	32985	0.011426	0.12062	-0.059138
6730	32990	0.116246	0.012759	0.034115
6731	32995	0.120435	-0.049277	-0.00896
6732	33000	0.034028	0.03916	-0.001764
6733	33005	0.057694	0.019897	0.162711
6734	33010	-0.118976	0.057935	0.164285
6735	33015	0.015095	-0.049614	-0.153546
6736	33020	-0.066021	-0.004079	-0.09081
6737	33024	-0.032323	0.091284	0.138464
6738	33029	-0.160874	-0.064102	0.113939
6739	33034	-0.062348	-0.006578	-0.09638
6740	33039	0.202537	-0.011312	-0.005325
6741	33044	0.156242	-0.061311	0.147249
6742	33049	0.081574	-0.101526	-0.020332
6743	33054	0.016812	-0.196363	-0.094122
6744	33059	0.052482	-0.002318	0.068428
6745	33064	-0.138464	0.085885	0.070472
6746	33068	-0.125857	0.142663	-0.203989
6747	33073	-0.239642	0.203926	-0.174372
6748	33078	0.085715	-0.078349	0.16258
6749	33083	-0.086328	-0.066041	-0.031299
6750	33088	-0.03346	-0.111	-0.281417
6751	33093	-0.028527	0.058785	-0.027358
6752	33098	-0.059371	0.058493	0.099108
6753	33103	-0.082911	-0.044292	0.00327
6754	33108	-0.05628	-0.001167	-0.163594
6755	33113	0.230028	-0.122723	0.087493
6756	33117	0.009596	-0.02677	0.118045
6757	33122	-0.023822	0.056788	-0.085144
6758	33127	0.126461	0.023136	-0.017982
6759	33132	0.204489	-0.086623	0.194245
6760	33137	0.093828	-0.045672	0.012128
6761	33142	0.01232	0.014144	-0.102345
6762	33147	-0.00681	0.104649	0.191343
6763	33152	-0.037762	-0.010282	0.257132
6764	33157	-0.106697	0.251961	-0.258997
6765	33162	-0.196742	0.019502	-0.317297
6766	33167	-0.052749	0.014638	0.037047
6767	33171	-0.150213	0.055085	0.127439
6768	33176	0.127027	-0.019079	0.012394
6769	33181	0.107327	-0.033286	-0.154517
6770	33186	0.04482	-0.121312	0.225238
6771	33191	-0.057896	0.122415	0.054884
6772	33196	0.004365	0.114655	-0.252869
6773	33201	0.175959	-0.017011	0.132144
6774	33206	0.101194	-0.014543	0.29357
6775	33211	0.062553	0.028434	-0.010604
6776	33216	-0.0331	-0.019379	-0.115427
6777	33220	-0.018634	-0.119392	-0.017128
6778	33225	-0.149637	-0.030607	-0.000358
6779	33230	-0.07977	-0.104345	-0.055178
6780	33235	-0.015017	-0.122894	-0.207452
6781	33240	0.042263	-0.107981	0.055772
6782	33245	-0.024687	-0.002567	0.210426
6783	33250	-0.05555	-0.038308	-0.331689
6784	33255	-0.172068	0.159718	-0.091683
6785	33260	0.000404	-0.022227	0.144746
6786	33264	-0.032968	0.137582	0.043917
6787	33269	0.153114	-0.118143	-0.192275
6788	33274	0.1309	-0.02698	0.213887
6789	33279	-0.012764	0.130469	0.050741
6790	33284	-0.148564	0.048779	-0.087758
6791	33289	-0.021496	0.086673	-0.003897
6792	33294	0.076337	-0.080607	0.008039
6793	33299	0.059272	-0.087357	0.08189
6794	33304	0.056594	0.039406	-0.0949
6795	33309	0.072997	0.060662	0.101024
6796	33313	-0.017941	0.060361	0.141042
6797	33318	-0.12988	-0.009063	-0.10755
6798	33323	-0.010055	-0.020936	-0.233343
6799	33328	0.066269	-0.123325	0.120585
6800	33333	-0.034171	-0.022602	0.024644
6801	33338	-0.048302	0.006114	-0.113725
6802	33343	0.233199	0.006083	0.020321
6803	33348	0.120011	-0.058303	0.117946
6804	33353	-0.035518	-0.074698	0.098291
6805	33358	-0.075861	0.032934	-0.038061
6806	33362	-0.068333	0.030386	-0.085542
6807	33367	0.003514	-0.108011	0.010225
6808	33372	-0.158586	0.054608	-0.109003
6809	33377	-0.074372	0.02335	-0.163282
6810	33382	-0.021564	0.02085	0.197448
6811	33387	-0.02384	0.02313	0.029616
6812	33392	-0.033256	-0.053259	-0.149298
6813	33397	0.0408	0.09002	0.068349
6814	33402	0.081117	-0.012921	0.108529
6815	33407	0.14507	-0.000939	0.003112
6816	33411	0.320732	0.07534	-0.013588
6817	33416	0.137985	-0.025145	0.143795
6818	33421	-0.067687	0.079857	0.05012
6819	33426	-0.072118	0.074693	-0.076458
6820	33431	-0.000252	0.081472	-0.09753
6821	33436	0.066489	-0.069098	0.112709
6822	33441	0.092377	0.017054	0.085929
6823	33446	-0.003425	0.09086	-0.129019
6824	33451	-0.020093	0.033202	0.059924
6825	33456	-0.022376	-0.102826	0.166885
6826	33460	-0.069936	0.038316	-0.2463
6827	33465	0.023371	-0.047683	-0.080608
6828	33470	-0.033951	-0.047446	0.081874
6829	33475	-0.055234	-0.140169	0.021877
6830	33480	-0.085946	-0.025061	-0.035437
6831	33485	-0.159408	0.022735	-0.218794
6832	33490	0.032069	-0.137076	-0.005569
6833	33495	-0.056282	0.056674	0.123171
6834	33500	0.027423	-0.096156	-0.108646
6835	33505	0.034437	-0.143349	-0.103338
6836	33509	0.18443	-0.190307	0.156984
6837	33514	-0.01194	-0.05588	0.082312
6838	33519	-0.088154	0.044507	-0.142152
6839	33524	0.048147	0.029984	0.11598
6840	33529	-0.040284	0.160931	-0.039528
6841	33534	0.114848	0.000432	0.241929
6842	33539	-0.054956	0.009964	-0.193083
6843	33544	0.033509	-0.011538	0.005713
6844	33549	0.088164	-0.035316	0.143931
6845	33554	-0.157781	0.191298	-0.049854
6846	33558	-0.128393	0.171278	-0.209304
6847	33563	0.051012	-0.003574	0.185025
6848	33568	0.134183	-0.001173	0.031556
6849	33573	-0.011882	-0.082208	-0.190271
6850	33578	-0.02374	-0.017443	0.068099
6851	33583	0.083638	-0.045959	-0.015664
6852	33588	-0.205189	0.099667	-0.025121
6853	33593	-0.142195	-0.072445	-0.198996
6854	33598	0.149306	0.004189	0.176214
6855	33603	0.134262	0.028004	0.046625
6856	33607	0.183649	0.044549	0.022556
6857	33612	-0.005566	-0.012878	0.093952
6858	33617	0.061201	-0.008047	0.000525
6859	33622	-0.07735	-0.201075	-0.044765
6860	33627	-0.115102	0.15746	-0.294817
6861	33632	0.057087	-0.055461	0.12854
6862	33637	0.111625	-0.081404	0.280449
6863	33642	0.087234	-0.059547	-0.104699
6864	33647	0.043896	0.017023	-0.049357
6865	33652	0.046061	0.093213	0.108203
6866	33656	0.019613	0.006941	0.08383
6867	33661	-0.082978	0.08318	0.019056
6868	33666	-0.144538	-0.084083	-0.186024
6869	33671	-0.043709	-0.005007	-0.123126
6870	33676	0.028015	-0.012133	0.111076
6871	33681	0.025492	-0.09073	-0.015805
6872	33686	-0.086662	0.157612	-0.094384
6873	33691	-0.024258	-0.024323	0.118223
6874	33696	-0.002685	-0.017052	-0.03968
6875	33700	-0.16237	0.152266	-0.25877
6876	33705	-0.087672	-0.032026	-0.002441
6877	33710	0.25838	-0.129592	0.23116
6878	33715	0.1403	-0.131331	-0.036949
6879	33720	-0.067768	-0.080623	-0.079668
6880	33725	-0.041211	0.036573	0.02322
6881	33730	0.075788	0.060226	0.166119
6882	33735	0.068261	-0.033032	-0.032543
6883	33740	0.017866	0.107762	-0.12534
6884	33745	0.222764	-0.040555	0.077887
6885	33749	0.042888	-0.01175	0.115636
6886	33754	-0.0479	-0.052212	-0.03272
6887	33759	-0.150155	-0.118692	-0.073077
6888	33764	-0.015929	0.00346	0.079834
6889	33769	-0.006315	0.005826	0.100888
6890	33774	-0.17075	0.017715	-0.035476
6891	33779	-0.019736	0.089134	-0.128259
6892	33784	0.05902	0.057704	0.029695
6893	33789	0.077795	-0.116583	-0.015741
6894	33794	0.070257	0.077065	-0.170593
6895	33798	0.041305	0.186326	0.173487
6896	33803	0.057784	-0.08156	0.182158
6897	33808	-0.095051	0.064243	-0.257322
6898	33813	-0.049291	-0.088624	-0.020069
6899	33818	-0.039511	0.030995	0.194551
6900	33823	-0.09652	0.095196	-0.06861
6901	33828	-0.0293	-0.014921	-0.139774
6902	33833	0.0209	0.042359	-0.041354
6903	33838	0.206714	0.013545	0.061345
6904	33843	0.127028	-0.167673	0.20167
6905	33847	0.126396	-0.07388	0.000448
6906	33852	-0.014863	-0.002005	0.060035
6907	33857	-0.033857	-0.016297	0.107407
6908	33862	-0.22199	0.069593	-0.200606
6909	33867	-0.137461	-0.038014	-0.2878
6910	33872	0.094428	-0.08788	0.2547
6911	33877	-0.075274	-0.056456	0.003158
6912	33882	0.029977	-0.096696	-0.101735
6913	33887	0.065581	0.05395	0.051319
6914	33892	0.036652	0.032229	0.134488
6915	33896	-0.015969	0.034452	0.052777
6916	33901	-0.001588	0.02713	-0.100032
6917	33906	-0.063552	-0.003991	0.019644
6918	33911	-0.017949	-0.075478	0.017161
6919	33916	-0.089366	0.146569	-0.142622
6920	33921	-0.00073	0.107703	-0.001283
6921	33926	0.175657	0.033276	0.184642
6922	33931	-0.039737	0.037878	0.131285
6923	33936	-0.027622	0.175936	-0.176847
6924	33941	-0.048936	0.084486	-0.06394
6925	33946	0.144376	0.02686	0.096076
6926	33950	0.005411	0.00289	0.074146
6927	33955	0.003	0.062465	-0.088305
6928	33960	-0.013699	-0.047489	0.062298
6929	33965	-0.0327	-0.05202	0.078673
6930	33970	-0.146948	0.076951	-0.11717
6931	33975	-0.031806	-0.052144	-0.011711
6932	33980	0.104215	-0.06857	0.121826
6933	33985	-0.027399	-0.137352	0.040179
6934	33990	-0.134523	0.001578	-0.188843
6935	33994	-0.002758	-0.024649	-0.056808
6936	33999	0.207009	-0.13417	0.179449
6937	34004	-0.046678	-0.009558	-0.002595
